profile_id,call_source_id,call_title,source_url,relevant
p04-agritech,HORIZON-WIDERA-2023-ACCESS-07-01,Excellence Hubs,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/45640341,
p04-agritech,HORIZON-MISS-2026-05-SOIL-01,"Monitoring soil health in practice: equipping stakeholders to sample, analyse, and interpret soil health indicators",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-05-SOIL-01,
p04-agritech,HORIZON-CL3-2026-01-DRS-05,Climate security and civil preparedness – new ways to develop pre- and post-crisis climate-change related scenarios for a more resilient Europe,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-DRS-05,
p04-agritech,HORIZON-MISS-2026-06-CLIMA-SOIL,Joint demonstration of solutions to build soil resilience to extreme weather events and support food security ,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-06-CLIMA-SOIL,
p04-agritech,EDF-2026-DA-ACC-AIRDEF-EATMI,High-end endo-atmospheric interception,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2026-DA-ACC-AIRDEF-EATMI,
p04-agritech,HORIZON-CL5-2026-09-D3-03,Innovative technologies and solutions to improve wind energy systems supporting the Strategic Energy Technology (SET) Plan on wind,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-09-D3-03,
p04-agritech,HORIZON-CL5-2024-D3-01-10,Next generation of renewable energy technologies,https://ec.europa.eu/info/funding-tenders/opportunities/data/topicDetails/HORIZON-CL5-2024-D3-01-10.json,
p05-logistics,HORIZON-CL3-2026-02-CS-ECCC-01,Approaches and tools for security in software and hardware development and assessment,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-02-CS-ECCC-01,
p05-logistics,HORIZON-CL5-2026-10-D6-06,Increasing competitiveness and resilience of multimodal freight transport and logistics for competitive supply chains,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-10-D6-06,
p05-logistics,HORIZON-CL2-2026-01-HERITAGE-07,Preventing and fighting illicit trafficking of cultural goods,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2026-01-HERITAGE-07,
p05-logistics,HORIZON-CL4-2024-DIGITAL-EMERGING-01-04,"Industrial leadership in AI, Data and Robotics boosting competitiveness and the green transition (AI Data and Robotics Partnership) (IA)[[https://www.europarl.europa.eu/RegData/etudes/STUD/2021/662906/IPOL_STU(2021)662906_EN.pdf]]",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/45704318,
p05-logistics,HORIZON-CL5-2026-10-D6-02,Geopolitical competition and socioeconomic resilience in CCAM: an innovation and policy roadmap for EU leadership (CCAM Partnership),https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-10-D6-02,
p05-logistics,HORIZON-JU-GH-EDCTP3-2026-03-SERP-01,"Training and innovation networks for sustained capacity development related to ethics, regulatory, pharmacovigilance, and related digital regulatory platforms",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-JU-GH-EDCTP3-2026-03-SERP-01,
p05-logistics,HORIZON-CL2-2026-01-TRANSFO-05,"Contribution of basic skills to productivity, innovation, competitiveness and economic growth",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2026-01-TRANSFO-05,
p05-logistics,EDF-2026-LS-RA-CHALLENGE-DIGIT-AISAO,"AI-based tactical situational awareness using swarms of small robots and drones – organisation of a  technological challenge""",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2026-LS-RA-CHALLENGE-DIGIT-AISAO,
p05-logistics,HORIZON-MISS-2026-03-OCEAN-03,"By fishers, for fishers: co-management of marine and freshwaters ecosystems and resources",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-03-OCEAN-03,
p05-logistics,HORIZON-CL5-2026-10-D6-03,"Generative AI for smarter CCAM: enhancing perception, decision-making, and validation (CCAM Partnership)",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-10-D6-03,
p05-logistics,LIFE-2026-CET-DIGITAL,Supporting digitalisation of Distribution System Operators for a smart energy transition (Smart Grid Academy),https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-CET-DIGITAL,
p05-logistics,HORIZON-MISS-2026-05-SOIL-04,Leveraging long-term field experiments and other datasets to develop AI-ready decision support systems for sustainable soil management,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-05-SOIL-04,
p05-logistics,CEF-T-2026-SIMOBGEN-NEWTECH-WORKS,New technologies and innovation: digitalisation of road transport - works,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2026-SIMOBGEN-NEWTECH-WORKS,
p05-logistics,EDF-2026-LS-RA-CHALLENGE-DIGIT-AISAP-STEP,"AI-based tactical situational awareness using swarms of small robots and drones – participation in a  technological challenge""",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2026-LS-RA-CHALLENGE-DIGIT-AISAP-STEP,
p05-logistics,HORIZON-CL5-2026-09-D3-03,Innovative technologies and solutions to improve wind energy systems supporting the Strategic Energy Technology (SET) Plan on wind,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-09-D3-03,
p05-logistics,EDF-2026-RA-AIR-A4R,Autonomous and automatic air-to-air refuelling,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2026-RA-AIR-A4R,
p05-logistics,EDF-EDIP-USI-2026-LS-IRA-MAB,"Missiles, ammunition and bombs",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-USI-2026-LS-IRA-MAB,
p05-logistics,HORIZON-CL5-2026-10-D6-09,Road Safety and resilience of rural areas,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-10-D6-09,
p05-logistics,HORIZON-CL3-2026-01-INFRA-01,Tools and processes to support stress tests of critical infrastructure,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-INFRA-01,
p05-logistics,HORIZON-WIDERA-2026-01-WIDENING-01,Teaming Synergies,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-WIDERA-2026-01-WIDENING-01,
p06-cybersecurity-iot,HORIZON-CL3-2026-01-INFRA-01,Tools and processes to support stress tests of critical infrastructure,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-01-INFRA-01,
p06-cybersecurity-iot,EDF-2026-LS-RA-CHALLENGE-DIGIT-AISAP-STEP,"AI-based tactical situational awareness using swarms of small robots and drones – participation in a  technological challenge""",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2026-LS-RA-CHALLENGE-DIGIT-AISAP-STEP,
p06-cybersecurity-iot,HORIZON-CL3-2026-02-CS-ECCC-01,Approaches and tools for security in software and hardware development and assessment,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-02-CS-ECCC-01,
p06-cybersecurity-iot,HORIZON-CL5-2026-10-D6-02,Geopolitical competition and socioeconomic resilience in CCAM: an innovation and policy roadmap for EU leadership (CCAM Partnership),https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-10-D6-02,
p06-cybersecurity-iot,HORIZON-CL5-2026-09-D4-01,"Researching the technical, social & economic factors impacting the energy performance of Smart Buildings (Built4People Partnership)",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL5-2026-09-D4-01,
p06-cybersecurity-iot,EDF-2026-LS-DA-SME-NT,Non-thematic development actions by SMEs,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-2026-LS-DA-SME-NT,
p06-cybersecurity-iot,DIGITAL-ECCC-2024-DEPLOY-NCC-06-MS-COORDINATION,Deploying The Network of National Coordination Centres with Member States,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/46786367,
p06-cybersecurity-iot,EDF-EDIP-USI-2026-LS-IRA-MAB,"Missiles, ammunition and bombs",https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EDF-EDIP-USI-2026-LS-IRA-MAB,
p06-cybersecurity-iot,HORIZON-CL2-2026-01-HERITAGE-07,Preventing and fighting illicit trafficking of cultural goods,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL2-2026-01-HERITAGE-07,
p06-cybersecurity-iot,CEF-DIG-2026-SMART-CABLES-WORKS,Equipment for smart European cable systems - Works,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-DIG-2026-SMART-CABLES-WORKS,
